student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
164,1,1,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
165,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,3,1,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
173,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
175,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
178,1,0,2,2,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1
182,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,5,1,1,0,6,1,0,2,2,0,0,0,0,8,0,0,0,0,0,0
194,3,1,0,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
195,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
196,4,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
197,0,3,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,1,1,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
201,3,1,0,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
205,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0
212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1,4,5,2,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
230,12,0,1,4,9,0,0,1,0,1,0,0,0,0,2,1,2,0,0,1
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,12,2,0,1,1,0,5,0,0,1,0,1,0,0,0,2,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
245,8,0,0,0,7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,4,1,0,0,2,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0
258,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
262,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,13,0,0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,4,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,3,1,2,1,0,0,0,1,2,0,0,0,0,0,0,1,0,3,0,0
277,7,1,1,0,3,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
279,7,1,0,0,0,2,0,0,1,1,0,0,0,1,0,3,0,0,0,1
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,8,7,2,0,0,3,5,0,0,0,1,0,0,1,0,0,0,0,0,7
287,8,7,2,0,0,3,5,0,0,0,1,0,0,1,0,0,0,0,0,7
289,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
293,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,20,2,1,1,1,3,5,1,0,2,0,0,1,2,0,0,3,0,0,2
297,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
298,9,5,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
299,10,1,3,0,5,2,0,2,0,0,0,0,7,3,0,0,2,3,0,7
304,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
314,11,2,3,1,0,4,10,2,0,0,0,0,0,2,0,2,0,0,1,0
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,11,2,0,0,4,3,2,0,0,0,0,0,0,0,3,0,0,0,0,1
320,6,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
322,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
326,10,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,7,0,1
327,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345,14,0,1,1,5,2,0,1,0,8,0,0,0,0,0,4,0,0,0,2
346,4,2,0,0,1,2,0,4,0,0,0,0,0,0,4,0,0,0,0,0
347,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,11,3,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0
357,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,12,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,14,1,1,5,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
393,6,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
399,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
401,6,2,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,4,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
408,19,8,0,4,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0
413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,8,1,5,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
417,1,5,2,4,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
418,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
420,2,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0
421,7,4,5,3,3,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0
424,3,0,0,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
425,3,0,0,2,1,0,1,5,0,0,0,0,0,1,0,1,0,1,0,0
428,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
429,4,1,1,4,0,0,4,0,1,0,0,0,0,1,0,0,0,0,2,0
430,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
432,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
440,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,4,1,3,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
443,15,5,7,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0
445,4,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
447,6,5,0,6,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0
449,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450,5,4,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,4,0
452,8,2,0,0,3,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0
453,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
456,2,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
459,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
469,1,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
471,8,1,1,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
475,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
479,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,4,0,0,0,0,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0
483,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
487,12,5,3,2,2,2,0,0,0,2,0,1,1,1,0,0,6,0,0,5
492,7,1,0,2,4,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0
493,3,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,2,3,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
499,2,1,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0
503,0,1,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
509,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,6,1,0,1,1,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0
514,5,4,2,2,0,0,2,3,0,2,1,1,0,1,1,0,0,1,0,0
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,10,1,3,0,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0
518,5,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
525,4,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
527,28,5,1,1,8,1,0,1,0,1,0,0,0,3,1,0,5,0,0,0
528,11,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
530,7,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
545,0,4,2,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,5,5,4,6,0,0,4,1,2,0,0,0,0,4,0,0,0,6,0,2
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,59,6,8,1,4,2,2,3,0,8,0,0,0,1,0,0,8,5,0,7
553,8,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,4,0,2,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0
557,3,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
558,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
562,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
566,14,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,14,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,6,3,1,0,1,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0
572,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
574,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,7,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,3,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,3,1,1,1,0,5,2,1,1,1,0,0,6,11,0,0,0,0,0,0
584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,13,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0
594,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,10,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0
597,3,4,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
601,5,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0
606,11,5,1,0,3,2,1,0,1,1,0,0,0,0,0,0,5,0,0,2
607,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,11,2,1,0,5,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0
613,6,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
614,2,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,11,1,2,0,1,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0
619,7,5,0,1,2,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0
622,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
623,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
625,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,4,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
636,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,4,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
642,3,1,2,0,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0
643,18,2,3,1,3,1,0,2,0,0,1,0,0,2,0,0,0,1,0,1
645,10,5,0,4,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
647,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,10,0,0,0,2,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0
653,11,3,1,1,3,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0
