student,undeclared (first use in this function),expected ';' before,expected expression before,expected identifier or '(' before,implicit declaration of function,expected ')' before,expected declaration or statement at end of input,invalid operands to binary,lvalue required as left operand of assignment,"expected '=', ',', ';', 'asm' or '__attribute__' before",expected '}' before,stray ,ld returned 1 exit status,too few arguments to function,subscripted value is neither array nor pointer nor vector,missing terminating,unknown type name,invalid type argument of unary,expected '(' before,incompatible type for argument
138,9,17,1,0,1,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0
139,5,5,0,2,0,2,4,0,0,0,2,0,0,0,3,0,0,0,0,0
140,3,5,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,15,6,5,6,0,11,5,0,0,2,0,0,0,0,1,1,0,0,0,0
148,10,1,5,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0
159,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,8,9,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
164,10,2,7,3,4,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0
165,7,3,11,0,0,11,3,0,1,0,3,1,0,0,0,1,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
170,2,12,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,8,8,1,1,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0
175,17,5,4,5,0,3,3,0,2,4,0,0,0,0,0,4,0,0,1,0
177,14,5,4,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,11,6,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,1,1,15,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0
185,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,12,3,5,1,0,6,2,0,0,2,0,0,0,0,0,1,1,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,3,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
194,6,1,3,1,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0
195,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,9,9,3,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
197,5,5,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
200,5,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
201,6,11,3,6,4,8,3,3,4,0,1,0,0,0,4,1,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,1,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
216,23,1,2,1,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0
217,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,12,3,7,2,1,15,3,0,4,3,0,0,0,0,0,0,0,0,0,0
225,0,3,3,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
226,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
230,4,9,3,10,1,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,5,6,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
235,2,1,0,2,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,5,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
238,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,11,6,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0
245,13,3,3,2,1,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0
246,2,1,0,1,0,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0
252,7,9,2,2,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0
254,25,0,1,1,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
255,17,0,2,3,0,2,2,0,4,1,0,1,0,0,0,0,0,0,0,0
256,24,5,8,8,1,3,10,0,1,1,0,2,0,0,0,0,0,1,0,0
258,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
262,12,8,1,2,0,3,1,2,2,2,0,1,0,0,0,1,0,0,0,0
264,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
265,9,5,3,2,4,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0
268,8,1,3,2,0,2,0,4,1,0,2,0,0,0,0,0,0,0,1,0
269,23,3,3,3,6,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0
271,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
275,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,10,8,0,5,2,4,4,0,2,0,0,0,0,0,3,0,0,0,1,0
279,10,27,6,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,10,0
281,3,1,3,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
286,8,3,4,3,3,3,1,5,0,0,4,0,0,0,0,0,0,0,0,0
287,8,3,4,3,3,3,1,5,0,0,4,0,0,0,0,0,0,0,0,0
289,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0
291,14,2,5,2,0,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0
293,3,7,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,8,2,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
297,10,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298,28,8,4,4,1,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0
299,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
304,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
305,5,3,1,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,6,0
306,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
309,10,16,5,7,4,4,9,0,2,3,1,0,0,0,0,0,0,0,0,0
314,0,4,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,13,5,9,4,2,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0
320,6,3,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
322,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,7,3,2,1,0,4,0,0,2,0,0,0,0,0,3,0,0,0,1,0
326,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,2,7,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,7,13,4,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0
337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,6,8,1,5,4,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0
347,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
349,3,1,2,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0
351,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,40,14,6,10,3,4,13,0,1,1,3,0,0,0,3,0,0,0,2,0
358,32,0,4,7,1,1,0,0,8,0,0,0,0,0,0,0,3,0,0,0
360,2,6,1,1,0,2,2,1,0,0,0,0,0,0,2,3,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,7,3,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0
367,11,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,4,9,6,1,0,7,2,1,2,0,0,0,0,0,0,2,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,3,4,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
386,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,9,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,5,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,5,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
394,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,12,9,3,2,0,11,3,0,0,0,0,0,0,0,2,0,0,0,0,0
398,4,4,4,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
399,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,10,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,9,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
418,13,3,4,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
420,14,12,6,2,6,4,3,1,0,2,0,0,0,0,1,0,0,0,1,0
421,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,3,7,2,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
429,2,8,0,2,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
430,14,18,4,6,0,7,4,1,3,0,1,0,0,0,0,1,0,0,0,0
431,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
432,0,5,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
435,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,23,5,11,4,0,12,3,5,2,1,1,1,0,0,0,0,0,0,3,0
441,3,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,12,3,0,2,0,1,4,1,1,0,2,0,0,0,1,0,3,0,0,0
443,13,7,4,6,0,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0
445,9,5,3,2,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0
447,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,7,0,2,0,0,3,3,0,2,0,0,0,0,0,0,1,0,0,1,0
450,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
452,15,7,1,0,2,4,0,2,0,4,0,0,0,0,0,2,0,0,0,0
453,10,5,11,8,0,6,1,0,2,0,7,4,0,0,0,1,0,0,0,0
456,19,23,13,4,0,3,3,2,0,1,0,0,1,0,0,0,0,0,2,0
459,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,7,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
467,11,5,2,5,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0
468,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
469,5,2,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
471,8,0,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
475,1,3,4,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
479,9,9,2,3,0,3,4,0,5,2,1,0,0,0,0,0,0,0,0,0
481,7,2,5,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0
482,7,6,1,2,0,4,2,1,0,0,0,3,0,0,6,1,0,0,3,0
483,12,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
487,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,42,13,9,4,2,6,8,1,2,0,0,0,0,0,6,0,0,0,0,0
495,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
499,11,2,0,1,3,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0
503,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,0,8,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
509,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,1,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,20,8,1,4,0,5,4,0,1,0,1,0,0,0,0,3,0,0,0,0
514,13,4,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,4,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
518,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
525,7,1,0,0,0,1,1,0,13,3,0,0,0,0,0,0,1,0,0,0
527,27,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
530,16,7,3,4,2,5,3,2,1,0,0,0,0,0,4,0,0,0,0,0
533,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,8,1,1,1,1,3,3,0,0,0,0,1,0,0,0,4,0,0,0,0
540,13,17,2,2,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
550,17,3,4,3,0,4,10,0,0,1,0,0,0,0,2,0,0,0,0,0
551,12,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
553,4,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
555,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
556,8,12,7,1,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0
557,14,7,7,0,1,10,1,0,0,2,0,1,0,0,0,1,0,0,0,0
558,8,7,2,4,0,5,1,0,0,1,1,0,0,1,0,0,0,0,1,0
562,2,5,3,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0
565,8,4,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
566,18,11,3,2,0,3,3,0,0,3,0,0,0,0,0,0,0,0,1,0
567,18,11,3,2,0,3,3,0,0,3,0,0,0,0,0,0,0,0,1,0
570,27,11,3,10,1,3,2,0,0,7,0,0,0,0,1,0,0,0,1,0
572,12,5,0,4,0,0,4,0,5,0,0,0,0,0,0,0,1,0,1,0
573,4,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
574,4,4,0,3,0,3,3,2,0,4,0,0,0,3,0,0,0,0,0,0
576,8,5,4,3,0,7,4,0,1,0,0,1,0,0,0,1,0,0,1,0
578,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,8,8,0,2,0,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0
581,6,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,6,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
584,5,2,0,0,5,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
587,9,7,1,2,3,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0
590,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
593,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
594,7,4,15,2,0,11,0,1,4,0,0,0,0,0,0,1,0,0,1,0
595,13,5,4,1,0,1,2,7,0,0,0,0,0,0,9,1,0,0,0,0
597,5,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,22,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
607,6,2,7,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
608,20,5,22,9,14,19,8,7,0,0,0,0,0,0,1,0,0,0,0,0
609,4,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0
610,9,5,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
611,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
613,3,5,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0
614,7,6,8,1,0,8,7,0,0,0,1,0,0,0,3,2,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,11,8,2,2,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
619,3,4,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,7,2,6,4,0,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0
636,7,1,10,1,1,16,2,1,1,0,0,1,0,0,0,0,0,0,1,0
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,15,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
643,26,7,1,1,0,6,5,5,1,1,0,0,0,0,3,0,0,0,0,0
645,6,0,0,4,0,1,3,3,3,0,2,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,71,6,10,8,0,16,11,0,8,0,2,0,0,0,21,0,0,0,1,0
653,11,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
